arm,time_s,target_timestamp_ns,source_timestamp_ns,source_index,age_ms,fx,fy,fz,tx,ty,tz,time_offset_ms
left,6.631879936,1787652117253388032,1787652117252478678,5304,0.909354,-3.101593526935676,-0.25987228415003694,18.832228371138616,-5.601034716235935,-1.422186322083843,-0.12896907248235712,-100.0
left,6.641879936,1787652117263388032,1787652117262096752,5313,1.29128,-3.068700304959549,0.752420467138811,19.83422028830887,-5.500495747810126,-1.2760755404523794,-0.5353702901878798,-90.0
left,6.651879936,1787652117273388032,1787652117272179543,5322,1.208489,-3.3880135017563417,1.3758778218970371,21.182897509623054,-5.3757455991033325,-1.135226049345937,-0.9607509785761879,-80.0
left,6.661879936,1787652117283388032,1787652117281937703,5329,1.450329,-3.88588156846292,2.2809207463651817,22.144346917272834,-5.25689905462362,-1.012879767195841,-1.3688177693522248,-70.0
left,6.671879936,1787652117293388032,1787652117292031896,5339,1.356136,-4.127175729517463,2.108272575428215,23.01152299347222,-5.093895692525864,-0.8792754083271492,-1.776308367175222,-60.0
left,6.681879936,1787652117303388032,1787652117301973351,5347,1.414681,-4.215502463639107,3.256166813932535,23.082705722681315,-4.9200555898446785,-0.7474832708305392,-2.151242895990415,-50.0
left,6.691879936,1787652117313388032,1787652117311964794,5352,1.423238,-4.662471217286223,4.165529969024688,23.969129757749123,-4.773794637228905,-0.6440627645649264,-2.4506959207489216,-40.0
left,6.701879936,1787652117323388032,1787652117322460918,5360,0.927114,-4.6360350087939395,5.425860874438963,24.77249328079778,-4.616998704092311,-0.5338267921426736,-2.732787959177227,-30.0
left,6.711879936,1787652117333388032,1787652117331888172,5370,1.49986,-4.839707663464916,6.483121161312267,25.467930356341537,-4.49405079047606,-0.43148073103763407,-3.002411116884318,-20.0
left,6.721879936,1787652117343388032,1787652117342164864,5376,1.223168,-5.019290672901866,7.415270856634066,26.13038212144474,-4.373653874401521,-0.3376510587004753,-3.23742158336631,-10.0
left,6.731879936,1787652117353388032,1787652117352250119,5384,1.137913,-4.985443585094122,7.888414205997406,26.24228819491164,-4.265904316683621,-0.24829176494911032,-3.464170271214939,0.0
right,6.631879936,1787652117253388032,1787652117252315193,5305,1.072839,6.978469866046776,3.8497529012896132,3.548418359060572,0.09328983236889529,1.0657757643987356,-0.08122090964394335,-100.0
right,6.641879936,1787652117263388032,1787652117262027592,5312,1.36044,7.12499903421344,3.514696774844026,3.6475898952619166,0.0943846054604503,1.0742582261601754,-0.08138599626027088,-90.0
right,6.651879936,1787652117273388032,1787652117272105848,5320,1.282184,7.198977047358526,3.85503493914712,3.763109271000674,0.09404804090450747,1.079263986732093,-0.07864766167810733,-80.0
right,6.661879936,1787652117283388032,1787652117281876318,5330,1.511714,7.2640465864137305,3.585482779902513,3.810172396544803,0.09214691124109967,1.0849941770962421,-0.08276421237990478,-70.0
right,6.671879936,1787652117293388032,1787652117291957972,5336,1.43006,7.025041530212785,3.8952102672705453,4.124491931197079,0.08768784026609208,1.0605197813214353,-0.08381384274128267,-60.0
right,6.681879936,1787652117303388032,1787652117301911271,5344,1.476761,7.300432012320583,3.9121341474345344,3.8213310987790035,0.08398056046809907,1.0641423919769917,-0.0892244127889249,-50.0
right,6.691879936,1787652117313388032,1787652117311904280,5353,1.483752,7.031380282584252,3.841759188897932,4.095857462813717,0.08262359426517465,1.0034882929717366,-0.08878614070837099,-40.0
right,6.701879936,1787652117323388032,1787652117322386372,5361,1.00166,7.1564158789017815,3.8421705653676006,4.229493492080246,0.075129535606557,0.9528668955616577,-0.091496669992992,-30.0
right,6.711879936,1787652117333388032,1787652117331831342,5368,1.55669,7.219956933298178,3.5174981679928083,3.954735463349034,0.07663323408600575,0.8960509889916254,-0.0929635471966494,-20.0
right,6.721879936,1787652117343388032,1787652117342083457,5378,1.304575,7.24554483271102,3.8288946032958178,3.4942775128853043,0.0810459823890182,0.8489669001758879,-0.0885250844227542,-10.0
right,6.731879936,1787652117353388032,1787652117352113264,5385,1.274768,7.520867710816194,3.5575401792348007,3.1834176995581585,0.08716001106417359,0.7873038551658589,-0.0797236305143561,0.0
