arm,time_s,target_timestamp_ns,source_timestamp_ns,source_index,age_ms,fx,fy,fz,tx,ty,tz,time_offset_ms
left,11.679777792,1787652122301285888,1787652122296881443,9342,4.404445,1.9095237513793342,-2.9352255833875054,31.4633391216289,-7.706020344805964,-2.9601316891033562,2.1299523699103897,-100.0
left,11.689777792,1787652122311285888,1787652122306957235,9350,4.328653,1.63803893998118,-2.948411753997899,31.27903415066157,-7.7097593044632315,-2.9639907331684654,2.1300458737417967,-90.0
left,11.699777792,1787652122321285888,1787652122316915064,9359,4.370824,1.6469248115009025,-2.944930578371964,31.409777229744527,-7.715950218750708,-2.9626241120682604,2.127464815853466,-80.0
left,11.709777792,1787652122331285888,1787652122327077804,9364,4.208084,1.6108828452693018,-2.9230801853894226,31.838324217829474,-7.709422934894828,-2.9647788051739177,2.1338039329653817,-70.0
left,11.719777792,1787652122341285888,1787652122336887800,9372,4.398088,1.791164362853757,-2.8501974698827994,32.01490416999882,-7.699883074703171,-2.9491040161032025,2.1139601284370126,-60.0
left,11.729777792,1787652122351285888,1787652122346951933,9382,4.333955,1.8459988983168856,-2.7821743553138525,31.958857894829812,-7.687931396539188,-2.9381465259584596,2.0880015712943583,-50.0
left,11.739777792,1787652122361285888,1787652122357051172,9388,4.234716,1.7828253968053243,-2.820375516904698,31.90028590472747,-7.693541792961434,-2.9474932780922964,2.1038904505937195,-40.0
left,11.749777792,1787652122371285888,1787652122366924718,9398,4.36117,1.8044630704867015,-2.8025840750715227,31.866997375743143,-7.691807034593543,-2.9467431849022248,2.0984711211374614,-30.0
left,11.759777792,1787652122381285888,1787652122377398876,9407,3.887012,1.6372081019906413,-2.7812438368154835,31.708446207043767,-7.68369376856237,-2.9370408059639486,2.083225271933165,-20.0
left,11.769777792,1787652122391285888,1787652122386872398,9412,4.41349,1.7087800038504024,-2.720653866748852,31.386501900117135,-7.674750988495472,-2.926436690423995,2.05947287631938,-10.0
left,11.779777792,1787652122401285888,1787652122396885571,9421,4.400317,1.8023222986823728,-2.709477620642166,32.02516967273818,-7.669876262544123,-2.927548849630462,2.0645522436810415,0.0
right,11.679777792,1787652122301285888,1787652122296818347,9340,4.467541,0.9918350890693071,2.1004331646433414,7.293529963219405,-0.2947310406483826,0.6242749298442172,0.15823453316871722,-100.0
right,11.689777792,1787652122311285888,1787652122306886521,9348,4.399367,0.9815054054656068,1.2128011376479964,6.868459371998404,-0.2011835082753627,0.4782751082364318,0.1304535497430788,-90.0
right,11.699777792,1787652122321285888,1787652122316850744,9356,4.435144,2.278845556472274,1.6742754792818952,6.825651935139752,-0.2413898131686425,0.5560233189217882,0.14412696756406543,-80.0
right,11.709777792,1787652122331285888,1787652122326994272,9365,4.291616,2.8584596857662827,1.7044992182029306,7.135848674948349,-0.24142404392278094,0.5634622131949816,0.14584714033307428,-70.0
right,11.719777792,1787652122341285888,1787652122336826100,9373,4.459788,3.88963993396474,1.9158054705407037,6.630646151286919,-0.2721401370404023,0.6403057480748104,0.1599929514792985,-60.0
right,11.729777792,1787652122351285888,1787652122346884041,9380,4.401847,4.27560614722739,3.327375369983936,5.679372277944504,-0.3222126851060598,0.7211755269352232,0.17450789952559162,-50.0
right,11.739777792,1787652122361285888,1787652122356964906,9389,4.320982,2.204106125259285,4.217354626474407,6.201348310374012,-0.23038769296009864,0.538031538882483,0.1469751178038028,-40.0
right,11.749777792,1787652122371285888,1787652122366863219,9396,4.422669,1.185056793155471,3.122907739386791,5.4127735815542,-0.09439366083773659,0.32894909567985575,0.11397122641371649,-30.0
right,11.759777792,1787652122381285888,1787652122377245629,9404,4.040259,0.3128262324150809,2.1810135697888993,2.7760546830846127,0.03094783335855711,0.141623370561742,0.08288548363077891,-20.0
right,11.769777792,1787652122391285888,1787652122386812767,9413,4.473121,-2.081562364456877,0.6189213717807387,1.3056491060399378,0.2736033174052503,-0.24287622360260108,0.02325827491064758,-10.0
right,11.779777792,1787652122401285888,1787652122396830109,9420,4.455779,-4.742288604954244,-0.9820106313276107,-0.6488002689499541,0.5356252668769615,-0.6561253015807127,-0.03902620311777194,0.0
