arm,time_s,target_timestamp_ns,source_timestamp_ns,source_index,age_ms,fx,fy,fz,tx,ty,tz
left,18.3,1787652128921508096,1787652128916914423,14636,4.593673,14.073982795904652,-2.496232898269909,2.3531849032754373,-0.2639022428665746,-0.18444245632875061,0.5087967605653029
left,18.31,1787652128931508096,1787652128926898977,14646,4.609119,13.811111601492845,-2.700658053184185,2.398785658454728,-0.26374411578029927,-0.17138390229180311,0.5173783184132461
left,18.32,1787652128941508096,1787652128936949492,14652,4.558604,13.857712723577555,-2.911078962504092,2.9010255495763793,-0.26492085537448845,-0.14244535779182155,0.5273047416909807
left,18.33,1787652128951508096,1787652128947322880,14661,4.185216,13.83253088979654,-2.9997935377827534,3.131162350743506,-0.26539867304396353,-0.06395896285559843,0.5311966582690935
left,18.34,1787652128961508096,1787652128956933765,14668,4.574331,14.349266416944193,-3.2452533887800303,3.076750583810329,-0.2646008832403444,-0.029710250361600243,0.5356905252531606
left,18.35,1787652128971508096,1787652128967033815,14676,4.474281,14.741897234697776,-3.0992915294505012,3.1837038681221257,-0.26584071708413604,-0.050482277110194373,0.5391954089940824
left,18.36,1787652128981508096,1787652128976914984,14686,4.593112,15.28695475622081,-2.7874474822335196,2.7351886919820227,-0.26728458515665093,-0.0627029356528308,0.5401579359967299
left,18.37,1787652128991508096,1787652128986920535,14692,4.587561,15.107208297156255,-2.6295192283889097,3.018500130226891,-0.2675934842290495,-0.07898772124548903,0.5445120938591861
left,18.38,1787652129001508096,1787652128996941397,14700,4.566699,16.082755871489404,-2.4078685092642678,2.925232396292892,-0.2648034722803404,-0.05384755975237482,0.5503004223867882
left,18.39,1787652129011508096,1787652129007160766,14710,4.34733,14.835262189311596,-2.164130964644766,3.2763547007971763,-0.265116719616342,-0.06278567132084023,0.5363589903656909
left,18.4,1787652129021508096,1787652129017068876,14716,4.43922,14.586545017633908,-1.8502951988098424,3.0760954670953886,-0.2676720658493804,-0.11089270772779414,0.515891222440984
left,18.41,1787652129031508096,1787652129026891877,14724,4.616219,14.18072847762428,-1.802970013902294,2.495202574731571,-0.2692534907254549,-0.17293354473509043,0.5117773263838712
left,18.42,1787652129041508096,1787652129036896441,14732,4.611655,13.270619783119924,-1.4817868123823865,3.2569120267036107,-0.27598592953512147,-0.19881938362621865,0.49530114737213626
left,18.43,1787652129051508096,1787652129047486990,14740,4.021106,14.388204814982453,-1.53696736119628,2.8746526295410804,-0.2808193206000115,-0.1689992721904544,0.4856657110342264
left,18.44,1787652129061508096,1787652129056919954,14750,4.588142,15.57371776901333,-1.0340346457972618,3.01660906557945,-0.2830818715337901,-0.10433166769753516,0.45983015056199705
left,18.45,1787652129071508096,1787652129066963018,14756,4.545078,15.970762841655583,-1.2129884884446105,3.4508861501141936,-0.2816758907355783,-0.048898435812956165,0.44911315670718455
left,18.46,1787652129081508096,1787652129077040593,14767,4.467503,15.284934849468895,-1.1229063107141142,4.385779319534841,-0.2880571645877357,0.006149477226251587,0.42693291509392084
left,18.47,1787652129091508096,1787652129086914364,14773,4.593732,16.42532302296217,-0.6001165110933162,4.102184294981143,-0.2942387474608612,0.05184387163180004,0.4161358826555287
left,18.48,1787652129101508096,1787652129097097079,14780,4.411017,17.06515878949016,-0.6430640367133611,4.141146066376509,-0.29722046147793324,0.08199481519506724,0.41098750821365015
left,18.49,1787652129111508096,1787652129107068954,14789,4.439142,17.5192795350217,-0.9773731311780649,3.6625198986595926,-0.30240433196442446,0.044695805306338265,0.4240494530263627
left,18.5,1787652129121508096,1787652129116915829,14798,4.592267,16.662729642324763,-1.4240537924247638,4.205985967146976,-0.3074848148691789,-0.050365394004852626,0.43975345720977876
left,18.51,1787652129131508096,1787652129127142955,14804,4.365141,17.525745789687054,-1.5470859752149493,3.0982434719599024,-0.30877512501298837,-0.05882926971230851,0.44830624400279045
left,18.52,1787652129141508096,1787652129136908593,14812,4.599503,17.7966877961695,-1.8081018430060567,3.7199102207207972,-0.31017792000472144,-0.03580721424917738,0.46018911616007463
left,18.53,1787652129151508096,1787652129147322030,14821,4.186066,17.5736892032423,-2.348853417952559,3.6134489727990413,-0.3098592732987296,0.017041948035935117,0.4822452670864352
left,18.54,1787652129161508096,1787652129156905201,14828,4.602895,16.193347654486537,-2.892236384191025,4.423766941840363,-0.3125721117250687,0.018310379468072124,0.5031041187833243
left,18.55,1787652129171508096,1787652129166853608,14838,4.654488,16.035803133404865,-3.2053567187694583,4.196012840843373,-0.31020362681304386,0.040585831296285235,0.514816673937678
left,18.56,1787652129181508096,1787652129177222546,14845,4.28555,15.913980987648282,-3.3660731609170966,5.207299550935652,-0.31183720295629075,0.09789090954308355,0.5218129974545602
left,18.57,1787652129191508096,1787652129186956404,14852,4.551692,15.81163141651182,-3.8184524769977717,5.755943422004479,-0.30981527709544526,0.19919986027380732,0.5442472089431016
left,18.58,1787652129201508096,1787652129196913403,14861,4.594693,16.222612096503667,-4.035451616911232,6.505786911713959,-0.31090473747389613,0.2909364350957032,0.5519017723324856
left,18.59,1787652129211508096,1787652129206937167,14868,4.570929,16.342998232446952,-4.204428158411524,6.970933918973758,-0.31271423672510795,0.3631360082969467,0.5571546167119005
left,18.6,1787652129221508096,1787652129217082037,14876,4.426059,15.71885224298833,-4.393977424573392,7.440409547766847,-0.31311087044585545,0.3655286648171705,0.5633055791806638
left,18.61,1787652129231508096,1787652129226882596,14887,4.6255,16.65110685292227,-4.37288409851139,7.292294339520926,-0.30893054510282536,0.3480131095578979,0.5658675464881042
left,18.62,1787652129241508096,1787652129237000453,14892,4.507643,16.19539020925553,-4.749664327436424,7.375713908185813,-0.309542732183073,0.2957691171179485,0.581132645006035
left,18.63,1787652129251508096,1787652129247246762,14900,4.261334,17.31247935829665,-4.805719232127532,7.2839362732482265,-0.3099036554425074,0.30289261819822155,0.5831502379577481
left,18.64,1787652129261508096,1787652129257034106,14908,4.47399,17.17692340699786,-4.822847357448751,7.424026178550196,-0.31199390631904117,0.3278379983851536,0.58176549958552
left,18.65,1787652129271508096,1787652129266922816,14916,4.58528,16.696068738773715,-4.897061354677357,7.5587664355183986,-0.3161824293875292,0.3584481847133474,0.5854199342700965
left,18.66,1787652129281508096,1787652129276947514,14924,4.560582,17.252613345935725,-4.813432760343262,7.57856580964349,-0.31360871221772657,0.40316084014445086,0.5837812839311117
