arm,time_s,target_timestamp_ns,source_timestamp_ns,source_index,age_ms,fx,fy,fz,tx,ty,tz,time_offset_ms
arm,10.292437861,21382137210145,21382132144416,1760,5.065729,18.356694047372002,-0.027056887242342658,-8.052987188650464,-0.169034115605895,7.660866219019704,0.2521603199362136,-100.0
arm,10.302437861,21382147210145,21382141567195,1761,5.64295,18.301234026735017,0.03687950648365497,-8.161497174035826,-0.19538030025339434,7.672373844074842,0.2766316836970797,-90.0
arm,10.312437861,21382157210145,21382155820925,1763,1.38922,18.4392798327189,0.32401815324787425,-7.965982986052892,-0.27283270368922174,7.619989400616466,0.41380199184363786,-80.0
arm,10.322437861,21382167210145,21382166838529,1766,0.371616,18.654202107488885,0.08627129540858651,-8.466067335424768,-0.2000106241705194,7.866049156795635,0.3105106803392846,-70.0
arm,10.332437861,21382177210145,21382171280122,1767,5.930023,18.629497838695595,0.11105868154733355,-8.245114042991984,-0.20888768292650844,7.7589016192305715,0.3184244075708395,-60.0
arm,10.342437861,21382187210145,21382186559767,1768,0.650378,18.812652584454142,0.24581365050544796,-8.338389611749726,-0.24203305677720646,7.850451613647302,0.38101268627981816,-50.0
arm,10.352437861,21382197210145,21382196829925,1770,0.38022,19.423748341487865,0.2424275953281788,-9.084573741479044,-0.22795049389190414,8.342168086762515,0.3872583834898775,-40.0
arm,10.362437861,21382207210145,21382205166543,1772,2.043602,19.264824343310043,0.34038901262711985,-8.758022344143102,-0.25523087421331353,8.138716421971512,0.42646154800411545,-30.0
arm,10.372437861,21382217210145,21382213141153,1773,4.068992,19.29257113286437,0.46586026672771996,-9.003482157665227,-0.2894445375828431,8.24006440867865,0.4836947921356896,-20.0
arm,10.382437861,21382227210145,21382225885997,1775,1.324148,19.36599252284356,0.5019098815623376,-9.087226855616509,-0.29692789133854713,8.282680780123696,0.5021827031911098,-10.0
arm,10.392437861,21382237210145,21382237210145,1778,0.0,19.454037710281398,0.43230693312906704,-9.312026495198243,-0.2705316225674786,8.39111755099448,0.4703200369038529,0.0
