arm,time_s,target_timestamp_ns,source_timestamp_ns,source_index,age_ms,fx,fy,fz,tx,ty,tz,time_offset_ms
arm,4.070131692,21375914903976,21375914892463,698,0.011513,4.824182056807835,-3.67439009991942,-3.2924332525800035,0.13152607202071712,2.1737945877900975,-1.154313489685659,-100.0
arm,4.080131692,21375924903976,21375923768352,699,1.135624,4.903761093565936,-3.6911233918945343,-3.31768736723258,0.1384175501693855,2.20398861166102,-1.1606848882379213,-90.0
arm,4.090131692,21375934903976,21375933411431,701,1.492545,4.971798795401611,-3.402006409154808,-3.523830701708957,0.10691758374595713,2.2817976353450704,-1.0520500699076871,-80.0
arm,4.100131692,21375944903976,21375941175462,702,3.728514,4.936172666837363,-3.45606757851333,-3.7956765410709288,0.09801531771089315,2.357657241231364,-1.0777926172842451,-70.0
arm,4.110131692,21375954903976,21375950705195,704,4.198781,4.778661181118057,-3.5248631256122573,-3.1898069351966347,0.10857659461294285,2.111504621711101,-1.1017508873010293,-60.0
arm,4.120131692,21375964903976,21375961235908,705,3.668068,4.603577951819297,-3.557875133654932,-2.768806978230711,0.11015413250513385,1.9252842724209842,-1.1140417622908239,-50.0
arm,4.130131692,21375974903976,21375969375467,707,5.528509,4.523125674407835,-3.4699229390895754,-2.7793734711635603,0.10637306920816542,1.9000490899590157,-1.0799546017951291,-40.0
arm,4.140131692,21375984903976,21375981462173,709,3.441803,4.472172891966116,-3.4627912716058464,-2.7265842745851376,0.09516021777094044,1.8569935586065316,-1.077119458484279,-30.0
arm,4.150131692,21375994903976,21375989702161,710,5.201815,4.638199992851037,-3.493949715554939,-2.6057001931340715,0.10020937707487629,1.8557343907602224,-1.0879660948098369,-20.0
arm,4.160131692,21376004903976,21376004524237,713,0.379739,4.442072878294435,-3.658936107820186,-2.7955526757043514,0.12563766506210475,1.8536938230344935,-1.1476089893727202,-10.0
arm,4.170131692,21376014903976,21376014903976,715,0.0,4.936774354223177,-3.5139106730476297,-3.5249059353832357,0.11189464054149807,2.2132518835798907,-1.0905473047533285,0.0
